1,10
1,18
1,18
1,10
2,24
3,1
4,18
4,14
4,15
3,14
3,15
3,14
4,18
5,14
6,13
6,13
7,15
6,18
7,15
7,15
6,11
7,18
6,11
6,11
6,13
8,19
9,24
10,18
11,15
11,15
12,15
13,15
14,15
12,18
15,15
16,15
10,18
17,15
10,15
11,15
18,17
19,15
20,18
19,18
21,15
22,15
20,15
10,17
10,1
19,14
22,18
23,18
9,24
20,15
20,18
24,18
23,15
25,18
24,15
20,15
20,18
20,18
20,11
25,14
25,15
26,19
27,15
20,14
27,18
20,24
26,18
26,18
26,19
26,14
26,14
26,19
26,14
20,15
20,15
28,18
9,24
10,15
29,15
10,18
10,15
30,15
10,14
29,18
29,15
28,15
31,15
32,15
33,19
34,24
32,15
34,24
32,15
31,15
34,24
35,18
32,18
35,14
35,15
33,19
31,15
36,19
31,18
31,15
33,19
31,14
31,14
34,24
37,22
38,15
37,22
37,22
38,22
38,15
38,15
38,15
39,24
40,1
38,15
38,22
38,15
38,22
38,22
38,15
40,17
40,1
39,24
39,24
39,24
38,22
41,12
38,15
42,18
43,18
43,15
43,18
43,18
44,15
43,15
44,1
42,18
42,18
42,18
43,18
45,22
43,15
46,14
43,14
46,16
46,17
45,24
43,15
43,15
43,15
42,15
46,16
43,6
44,17
43,18
43,18
43,14
47,15
43,15
43,15
46,17
46,14
46,18
43,15
42,15
42,15
44,15
46,15
43,18
43,15
43,15
43,16
43,15
45,22
43,15
43,16
48,24
44,19
48,23
48,22
44,1
44,21
49,24
50,17
51,19
51,19
51,15
51,18
51,14
50,18
50,15
51,6
50,14
51,17
52,11
52,18
53,15
53,14
52,15
53,18
52,15
53,15
53,14
52,15
53,18
54,15
55,16
56,15
56,17
57,22
57,21
57,22
57,24
57,21
58,12
58,18
59,24
60,23
59,15
61,15
62,15
63,12
59,15
9,24
63,12
9,24
64,1
65,15
66,14
65,15
55,15
55,24
39,24
39,23
55,15
55,24
55,15
67,23
39,24
55,15
68,14
68,15
39,24
39,24
68,15
68,14
69,14
55,15
69,17
55,1
69,16
69,17
55,1
55,15
39,23
55,15
69,17
55,15
69,17
55,1
55,15
69,17
70,15
71,18
72,18
73,15
74,15
75,15
76,15
77,15
78,18
79,18
80,18
81,15
79,15
82,18
80,18
78,15
75,13
83,15
84,15
71,14
78,15
83,15
81,18
74,18
80,15
79,18
71,15
82,15
72,15
76,18
80,15
73,15
85,15
84,12
71,15
86,15
87,15
88,23
87,15
88,24
88,23
88,24
88,22
89,18
88,22
86,18
90,15
87,15
88,22
87,15
90,18
88,24
88,22
89,15
91,18
92,23
92,23
92,24
93,15
93,15
92,24
94,15
94,18
93,15
92,24
92,23
92,23
93,15
95,18
95,10
92,24
96,12
97,19
97,19
97,19
98,1
97,15
99,15
100,14
101,24
99,18
100,17
102,15
103,18
100,15
100,17
100,15
100,15
100,24
104,10
104,15
104,1
104,2
104,1
105,22
104,1
105,22
106,15
107,2
107,2
107,1
107,1
108,24
109,19
110,15
111,15
109,19
112,15
109,18
110,11
109,14
109,19
109,14
110,10
110,15
108,24
113,24
114,24
55,2
55,1
114,22
55,1
114,24
114,22
55,2
55,1
55,15
55,2
55,2
55,1
55,2
55,1
55,2
55,1
55,1
114,24
114,22
114,24
114,22
114,24
55,1
115,15
115,15
116,23
116,22
115,15
117,24
117,23
117,23
117,24
117,23
115,15
115,15
118,18
118,15
119,19
119,19
119,19
119,19
120,24
121,15
120,24
121,18
122,15
123,18
123,17
124,23
125,19
123,14
122,18
123,15
125,15
122,14
125,24
125,15
125,15
123,15
39,24
126,15
126,15
114,22
127,16
127,28
127,28
127,27
127,27
127,17
114,24
127,26
127,28
127,26
127,28
127,28
114,21
127,15
127,18
128,22
127,16
114,24
127,29
129,19
130,15
131,14
131,15
131,15
131,14
131,14
131,15
131,15
131,18
131,15
131,15
131,14
131,18
131,15
131,18
132,24
132,23
133,24
134,18
134,18
134,14
134,14
134,18
135,15
134,15
134,15
135,10
135,18
136,14
137,19
138,24
138,23
139,15
140,21
141,19
142,15
139,6
141,19
142,18
137,19
139,15
143,17
143,15
143,6
143,15
143,15
143,18
143,15
143,18
143,18
143,18
144,24
143,18
143,15
143,15
144,15
144,23
145,24
145,15
145,15
145,24
146,12
147,22
39,22
147,15
147,15
148,22
39,24
147,17
147,15
147,15
39,24
147,15
147,1
147,15
147,22
147,1
39,24
148,22
39,22
147,17
39,22
147,15
147,15
147,22
147,15
149,23
149,24
150,15
141,19
141,19
151,15
152,14
153,18
154,15
155,15
156,18
155,18
153,15
152,18
151,18
157,14
154,18
158,15
158,14
156,15
158,18
153,15
158,15
159,15
160,17
159,14
161,16
